GEOID,YEAR,house_value
"Census Tract 4208, Cook County, Illinois!!Estimate",2016,164700
"Census Tract 4212, Cook County, Illinois!!Estimate",2016,131300
"Census Tract 4301.01, Cook County, Illinois!!Estimate",2016,260800
"Census Tract 4301.02, Cook County, Illinois!!Estimate",2016,113100
"Census Tract 4302, Cook County, Illinois!!Estimate",2016,380300
"Census Tract 4303, Cook County, Illinois!!Estimate",2016,124100
"Census Tract 4304, Cook County, Illinois!!Estimate",2016,78600
"Census Tract 4305, Cook County, Illinois!!Estimate",2016,164500
"Census Tract 4306, Cook County, Illinois!!Estimate",2016,244700
"Census Tract 4307, Cook County, Illinois!!Estimate",2016,96900
"Census Tract 4308, Cook County, Illinois!!Estimate",2016,204200
"Census Tract 4309, Cook County, Illinois!!Estimate",2016,161700
"Census Tract 4312, Cook County, Illinois!!Estimate",2016,167100
"Census Tract 4313.01, Cook County, Illinois!!Estimate",2016,114200
"Census Tract 4313.02, Cook County, Illinois!!Estimate",2016,250800
"Census Tract 4314, Cook County, Illinois!!Estimate",2016,79600
"Census Tract 4401.01, Cook County, Illinois!!Estimate",2016,153200
"Census Tract 4401.02, Cook County, Illinois!!Estimate",2016,112900
"Census Tract 4402.01, Cook County, Illinois!!Estimate",2016,159600
"Census Tract 4402.02, Cook County, Illinois!!Estimate",2016,159600
"Census Tract 4403, Cook County, Illinois!!Estimate",2016,167500
"Census Tract 4406, Cook County, Illinois!!Estimate",2016,145700
"Census Tract 4407, Cook County, Illinois!!Estimate",2016,121800
"Census Tract 4408, Cook County, Illinois!!Estimate",2016,88600
"Census Tract 4409, Cook County, Illinois!!Estimate",2016,121200
"Census Tract 4503, Cook County, Illinois!!Estimate",2016,153800
"Census Tract 4601, Cook County, Illinois!!Estimate",2016,95200
"Census Tract 4602, Cook County, Illinois!!Estimate",2016,119100
"Census Tract 4603.01, Cook County, Illinois!!Estimate",2016,115300
"Census Tract 4603.02, Cook County, Illinois!!Estimate",2016,102300
"Census Tract 4604, Cook County, Illinois!!Estimate",2016,124000
"Census Tract 4605, Cook County, Illinois!!Estimate",2016,129900
"Census Tract 4606, Cook County, Illinois!!Estimate",2016,111800
"Census Tract 4607, Cook County, Illinois!!Estimate",2016,65000
"Census Tract 4610, Cook County, Illinois!!Estimate",2016,87500
"Census Tract 4701, Cook County, Illinois!!Estimate",2016,100000
"Census Tract 4801, Cook County, Illinois!!Estimate",2016,153600
"Census Tract 4802, Cook County, Illinois!!Estimate",2016,145700
"Census Tract 4803, Cook County, Illinois!!Estimate",2016,141900
"Census Tract 4804, Cook County, Illinois!!Estimate",2016,163500
"Census Tract 4805, Cook County, Illinois!!Estimate",2016,137500
"Census Tract 4903, Cook County, Illinois!!Estimate",2016,145500
"Census Tract 4904, Cook County, Illinois!!Estimate",2016,161700
"Census Tract 4905, Cook County, Illinois!!Estimate",2016,157900
"Census Tract 4906, Cook County, Illinois!!Estimate",2016,121300
"Census Tract 4907, Cook County, Illinois!!Estimate",2016,89600
"Census Tract 4908, Cook County, Illinois!!Estimate",2016,135400
"Census Tract 4909.01, Cook County, Illinois!!Estimate",2016,123900
"Census Tract 4909.02, Cook County, Illinois!!Estimate",2016,148500
"Census Tract 4910, Cook County, Illinois!!Estimate",2016,81900
"Census Tract 4911, Cook County, Illinois!!Estimate",2016,124100
"Census Tract 4912, Cook County, Illinois!!Estimate",2016,115800
"Census Tract 4913, Cook County, Illinois!!Estimate",2016,80300
"Census Tract 4914, Cook County, Illinois!!Estimate",2016,107600
"Census Tract 5001, Cook County, Illinois!!Estimate",2016,133800
"Census Tract 5002, Cook County, Illinois!!Estimate",2016,117900
"Census Tract 5003, Cook County, Illinois!!Estimate",2016,119400
"Census Tract 5101, Cook County, Illinois!!Estimate",2016,113100
"Census Tract 5102, Cook County, Illinois!!Estimate",2016,105500
"Census Tract 5103, Cook County, Illinois!!Estimate",2016,83400
"Census Tract 5201, Cook County, Illinois!!Estimate",2016,126200
"Census Tract 5202, Cook County, Illinois!!Estimate",2016,87500
"Census Tract 5203, Cook County, Illinois!!Estimate",2016,118800
"Census Tract 5204, Cook County, Illinois!!Estimate",2016,126900
"Census Tract 5205, Cook County, Illinois!!Estimate",2016,131400
"Census Tract 5206, Cook County, Illinois!!Estimate",2016,125400
"Census Tract 5301, Cook County, Illinois!!Estimate",2016,85700
"Census Tract 5302, Cook County, Illinois!!Estimate",2016,96100
"Census Tract 5303, Cook County, Illinois!!Estimate",2016,113000
"Census Tract 5304, Cook County, Illinois!!Estimate",2016,117900
"Census Tract 5305.01, Cook County, Illinois!!Estimate",2016,94400
"Census Tract 5305.02, Cook County, Illinois!!Estimate",2016,110100
"Census Tract 5305.03, Cook County, Illinois!!Estimate",2016,116800
"Census Tract 5306, Cook County, Illinois!!Estimate",2016,114400
"Census Tract 5401.01, Cook County, Illinois!!Estimate",2016,53300
"Census Tract 5401.02, Cook County, Illinois!!Estimate",2016,59000
"Census Tract 5501, Cook County, Illinois!!Estimate",2016,121400
"Census Tract 5502, Cook County, Illinois!!Estimate",2016,140600
"Census Tract 5601, Cook County, Illinois!!Estimate",2016,152600
"Census Tract 5602, Cook County, Illinois!!Estimate",2016,150800
"Census Tract 5603, Cook County, Illinois!!Estimate",2016,164600
"Census Tract 5604, Cook County, Illinois!!Estimate",2016,168800
"Census Tract 5607, Cook County, Illinois!!Estimate",2016,190600
"Census Tract 5608, Cook County, Illinois!!Estimate",2016,192800
"Census Tract 5609, Cook County, Illinois!!Estimate",2016,227000
"Census Tract 5610, Cook County, Illinois!!Estimate",2016,234400
"Census Tract 5611, Cook County, Illinois!!Estimate",2016,194800
"Census Tract 5701, Cook County, Illinois!!Estimate",2016,166000
"Census Tract 5702, Cook County, Illinois!!Estimate",2016,183200
"Census Tract 5703, Cook County, Illinois!!Estimate",2016,172100
"Census Tract 5704, Cook County, Illinois!!Estimate",2016,183800
"Census Tract 5705, Cook County, Illinois!!Estimate",2016,214600
"Census Tract 5801, Cook County, Illinois!!Estimate",2016,198900
"Census Tract 5802, Cook County, Illinois!!Estimate",2016,172900
"Census Tract 5803, Cook County, Illinois!!Estimate",2016,167500
"Census Tract 5804, Cook County, Illinois!!Estimate",2016,178900
"Census Tract 5805.01, Cook County, Illinois!!Estimate",2016,146900
"Census Tract 5805.02, Cook County, Illinois!!Estimate",2016,150000
"Census Tract 5806, Cook County, Illinois!!Estimate",2016,172700
"Census Tract 5807, Cook County, Illinois!!Estimate",2016,153100
"Census Tract 5808, Cook County, Illinois!!Estimate",2016,122100
"Census Tract 5905, Cook County, Illinois!!Estimate",2016,233200
"Census Tract 5906, Cook County, Illinois!!Estimate",2016,168000
"Census Tract 5907, Cook County, Illinois!!Estimate",2016,209400
"Census Tract 6004, Cook County, Illinois!!Estimate",2016,278000
"Census Tract 6006, Cook County, Illinois!!Estimate",2016,233200
"Census Tract 6007, Cook County, Illinois!!Estimate",2016,281100
"Census Tract 6009, Cook County, Illinois!!Estimate",2016,219500
"Census Tract 6103, Cook County, Illinois!!Estimate",2016,122100
"Census Tract 6104, Cook County, Illinois!!Estimate",2016,118000
"Census Tract 6108, Cook County, Illinois!!Estimate",2016,169700
"Census Tract 6111, Cook County, Illinois!!Estimate",2016,107300
"Census Tract 6112, Cook County, Illinois!!Estimate",2016,87300
"Census Tract 6113, Cook County, Illinois!!Estimate",2016,82500
"Census Tract 6114, Cook County, Illinois!!Estimate",2016,124200
"Census Tract 6115, Cook County, Illinois!!Estimate",2016,110100
"Census Tract 6116, Cook County, Illinois!!Estimate",2016,88900
"Census Tract 6117, Cook County, Illinois!!Estimate",2016,88400
"Census Tract 6118, Cook County, Illinois!!Estimate",2016,78600
"Census Tract 6119, Cook County, Illinois!!Estimate",2016,155100
"Census Tract 6120, Cook County, Illinois!!Estimate",2016,112100
"Census Tract 6121, Cook County, Illinois!!Estimate",2016,109800
"Census Tract 6201, Cook County, Illinois!!Estimate",2016,165300
"Census Tract 6202, Cook County, Illinois!!Estimate",2016,162900
"Census Tract 6203, Cook County, Illinois!!Estimate",2016,169000
"Census Tract 6204, Cook County, Illinois!!Estimate",2016,158800
"Census Tract 6301, Cook County, Illinois!!Estimate",2016,128300
"Census Tract 6302, Cook County, Illinois!!Estimate",2016,130100
"Census Tract 6303, Cook County, Illinois!!Estimate",2016,142600
"Census Tract 6304, Cook County, Illinois!!Estimate",2016,129400
"Census Tract 6305, Cook County, Illinois!!Estimate",2016,120800
"Census Tract 6308, Cook County, Illinois!!Estimate",2016,115800
"Census Tract 6309, Cook County, Illinois!!Estimate",2016,160100
"Census Tract 6401, Cook County, Illinois!!Estimate",2016,195400
"Census Tract 6403, Cook County, Illinois!!Estimate",2016,206200
"Census Tract 6404, Cook County, Illinois!!Estimate",2016,191000
"Census Tract 6405, Cook County, Illinois!!Estimate",2016,184500
"Census Tract 6406, Cook County, Illinois!!Estimate",2016,185300
"Census Tract 6407, Cook County, Illinois!!Estimate",2016,162200
"Census Tract 6408, Cook County, Illinois!!Estimate",2016,178400
"Census Tract 6501, Cook County, Illinois!!Estimate",2016,142400
"Census Tract 6502, Cook County, Illinois!!Estimate",2016,162600
"Census Tract 6503.01, Cook County, Illinois!!Estimate",2016,181900
"Census Tract 6503.02, Cook County, Illinois!!Estimate",2016,149800
"Census Tract 6504, Cook County, Illinois!!Estimate",2016,156900
"Census Tract 6505, Cook County, Illinois!!Estimate",2016,161800
"Census Tract 6603.01, Cook County, Illinois!!Estimate",2016,154500
"Census Tract 6603.02, Cook County, Illinois!!Estimate",2016,121200
"Census Tract 6604, Cook County, Illinois!!Estimate",2016,121300
"Census Tract 6605, Cook County, Illinois!!Estimate",2016,147200
"Census Tract 6606, Cook County, Illinois!!Estimate",2016,114400
"Census Tract 6607, Cook County, Illinois!!Estimate",2016,95600
"Census Tract 6608, Cook County, Illinois!!Estimate",2016,126200
"Census Tract 6609, Cook County, Illinois!!Estimate",2016,120600
"Census Tract 6610, Cook County, Illinois!!Estimate",2016,113800
"Census Tract 6611, Cook County, Illinois!!Estimate",2016,133700
"Census Tract 6701, Cook County, Illinois!!Estimate",2016,127200
"Census Tract 6702, Cook County, Illinois!!Estimate",2016,112100
"Census Tract 6703, Cook County, Illinois!!Estimate",2016,73500
"Census Tract 6704, Cook County, Illinois!!Estimate",2016,128100
"Census Tract 6705, Cook County, Illinois!!Estimate",2016,99100
"Census Tract 6706, Cook County, Illinois!!Estimate",2016,84400
"Census Tract 6707, Cook County, Illinois!!Estimate",2016,91900
"Census Tract 6708, Cook County, Illinois!!Estimate",2016,104900
"Census Tract 6709, Cook County, Illinois!!Estimate",2016,79800
"Census Tract 6711, Cook County, Illinois!!Estimate",2016,64500
"Census Tract 6712, Cook County, Illinois!!Estimate",2016,102300
"Census Tract 6713, Cook County, Illinois!!Estimate",2016,78000
"Census Tract 6714, Cook County, Illinois!!Estimate",2016,74700
"Census Tract 6715, Cook County, Illinois!!Estimate",2016,72200
"Census Tract 6716, Cook County, Illinois!!Estimate",2016,101200
"Census Tract 6718, Cook County, Illinois!!Estimate",2016,84200
"Census Tract 6719, Cook County, Illinois!!Estimate",2016,85500
"Census Tract 6720, Cook County, Illinois!!Estimate",2016,93300
"Census Tract 6805, Cook County, Illinois!!Estimate",2016,105900
"Census Tract 6806, Cook County, Illinois!!Estimate",2016,97500
"Census Tract 6809, Cook County, Illinois!!Estimate",2016,156600
"Census Tract 6810, Cook County, Illinois!!Estimate",2016,133600
"Census Tract 6811, Cook County, Illinois!!Estimate",2016,103100
"Census Tract 6812, Cook County, Illinois!!Estimate",2016,86700
"Census Tract 6813, Cook County, Illinois!!Estimate",2016,95000
"Census Tract 6814, Cook County, Illinois!!Estimate",2016,85900
"Census Tract 6904, Cook County, Illinois!!Estimate",2016,151800
"Census Tract 6905, Cook County, Illinois!!Estimate",2016,118600
"Census Tract 6909, Cook County, Illinois!!Estimate",2016,117500
"Census Tract 6910, Cook County, Illinois!!Estimate",2016,139400
"Census Tract 6911, Cook County, Illinois!!Estimate",2016,140000
"Census Tract 6912, Cook County, Illinois!!Estimate",2016,92700
"Census Tract 6913, Cook County, Illinois!!Estimate",2016,122700
"Census Tract 6914, Cook County, Illinois!!Estimate",2016,128400
"Census Tract 6915, Cook County, Illinois!!Estimate",2016,105400
"Census Tract 7001, Cook County, Illinois!!Estimate",2016,145800
"Census Tract 7002, Cook County, Illinois!!Estimate",2016,148300
"Census Tract 7003.01, Cook County, Illinois!!Estimate",2016,163400
"Census Tract 7003.02, Cook County, Illinois!!Estimate",2016,202200
"Census Tract 7004.01, Cook County, Illinois!!Estimate",2016,141300
"Census Tract 7004.02, Cook County, Illinois!!Estimate",2016,142900
"Census Tract 7005.01, Cook County, Illinois!!Estimate",2016,161500
"Census Tract 7005.02, Cook County, Illinois!!Estimate",2016,172400
"Census Tract 7101, Cook County, Illinois!!Estimate",2016,107100
"Census Tract 7102, Cook County, Illinois!!Estimate",2016,118800
"Census Tract 7103, Cook County, Illinois!!Estimate",2016,118800
"Census Tract 7104, Cook County, Illinois!!Estimate",2016,121500
"Census Tract 7105, Cook County, Illinois!!Estimate",2016,117600
"Census Tract 7106, Cook County, Illinois!!Estimate",2016,98500
"Census Tract 7107, Cook County, Illinois!!Estimate",2016,119600
"Census Tract 7108, Cook County, Illinois!!Estimate",2016,143700
"Census Tract 7109, Cook County, Illinois!!Estimate",2016,143800
"Census Tract 7110, Cook County, Illinois!!Estimate",2016,115500
"Census Tract 7111, Cook County, Illinois!!Estimate",2016,117300
"Census Tract 7112, Cook County, Illinois!!Estimate",2016,151900
"Census Tract 7113, Cook County, Illinois!!Estimate",2016,139500
"Census Tract 7114, Cook County, Illinois!!Estimate",2016,129200
"Census Tract 7115, Cook County, Illinois!!Estimate",2016,131900
"Census Tract 7201, Cook County, Illinois!!Estimate",2016,362300
"Census Tract 7202, Cook County, Illinois!!Estimate",2016,238700
"Census Tract 7203, Cook County, Illinois!!Estimate",2016,337900
"Census Tract 7204, Cook County, Illinois!!Estimate",2016,227700
"Census Tract 7205, Cook County, Illinois!!Estimate",2016,250000
"Census Tract 7206, Cook County, Illinois!!Estimate",2016,362800
"Census Tract 7207, Cook County, Illinois!!Estimate",2016,255600
"Census Tract 7301, Cook County, Illinois!!Estimate",2016,124500
"Census Tract 7302.01, Cook County, Illinois!!Estimate",2016,130200
"Census Tract 7302.02, Cook County, Illinois!!Estimate",2016,145700
"Census Tract 7303, Cook County, Illinois!!Estimate",2016,154700
"Census Tract 7304, Cook County, Illinois!!Estimate",2016,145900
"Census Tract 7305, Cook County, Illinois!!Estimate",2016,129100
"Census Tract 7306, Cook County, Illinois!!Estimate",2016,130300
"Census Tract 7307, Cook County, Illinois!!Estimate",2016,119400
"Census Tract 7401, Cook County, Illinois!!Estimate",2016,207600
"Census Tract 7402, Cook County, Illinois!!Estimate",2016,225600
"Census Tract 7403, Cook County, Illinois!!Estimate",2016,241500
"Census Tract 7404, Cook County, Illinois!!Estimate",2016,229400
"Census Tract 7501, Cook County, Illinois!!Estimate",2016,143100
"Census Tract 7502, Cook County, Illinois!!Estimate",2016,237700
"Census Tract 7503, Cook County, Illinois!!Estimate",2016,260200
"Census Tract 7504, Cook County, Illinois!!Estimate",2016,230000
"Census Tract 7505, Cook County, Illinois!!Estimate",2016,168300
"Census Tract 7506, Cook County, Illinois!!Estimate",2016,134500
"Census Tract 7608.01, Cook County, Illinois!!Estimate",2016,119900
"Census Tract 7608.02, Cook County, Illinois!!Estimate",2016,282200
"Census Tract 7608.03, Cook County, Illinois!!Estimate",2016,116200
"Census Tract 7702.01, Cook County, Illinois!!Estimate",2016,268800
"Census Tract 7702.02, Cook County, Illinois!!Estimate",2016,229700
"Census Tract 7703, Cook County, Illinois!!Estimate",2016,225300
"Census Tract 7704, Cook County, Illinois!!Estimate",2016,223400
