,census_tract,MHI_2017
1188,8295,"33,646"
1189,8296,"42,463"
1190,8297,"35,197"
1191,8298,"103,143"
1192,8299.01,"68,419"
1193,8299.02,"71,179"
1194,8300.01,"42,400"
1195,8300.03,"88,873"
1196,8300.04,"97,616"
1197,8300.05,"98,588"
1198,8300.06,"54,620"
1199,8300.07,"44,339"
1200,8300.08,"83,095"
1201,8301,"64,550"
1202,8302.01,"42,171"
1203,8302.02,"102,796"
1204,8303,"27,982"
1205,8304,"55,670"
1206,8305,"39,602"
1207,8306,"49,138"
1208,8307,"44,661"
1209,8308,"71,607"
1210,8309,"96,553"
1211,8310,"152,794"
1212,8311,"56,328"
1213,8312,"36,190"
1214,8313,"35,375"
1215,8314,"33,381"
1216,8315,"57,847"
1217,8316,"42,077"
1218,8317,"57,727"
1219,8318,"60,625"
1220,8319,"101,612"
1221,8320,"105,625"
1222,8321,"69,476"
1223,8322,"91,723"
1224,8323,"105,556"
1225,8324,"95,547"
1226,8325,"116,935"
1227,8326,"148,017"
1228,8329,"53,911"
1229,8330,"133,571"
1230,8331,"116,071"
1231,8333,"45,833"
1232,8339,"32,159"
1233,8340,"34,864"
1234,8342,"33,835"
1235,8343,"34,140"
1236,8344,"38,233"
1237,8345,"31,483"
1238,8346,"21,196"
1239,8347,"21,802"
1240,8348,"20,559"
1241,8349,"18,401"
1242,8350,"26,926"
1243,8351,"35,962"
1244,8352,"45,417"
1245,8355,"20,517"
1246,8356,"26,458"
1247,8357,-
1248,8358,"60,598"
1249,8359,"18,856"
1250,8360,"60,368"
1251,8361,"25,462"
1252,8362,"50,769"
1253,8363,"54,259"
1254,8364,"30,137"
1255,8365,"32,583"
1256,8366,"44,808"
1257,8367,"24,946"
1258,8368,"12,696"
1259,8369,"26,458"
1260,8370,"29,911"
1261,8371,"22,266"
1262,8373,"28,750"
1263,8374,"39,609"
1264,8378,"60,893"
1265,8380,"18,147"
1266,8381,"17,047"
1267,8382,"36,389"
1268,8383,"44,875"
1269,8386,"14,850"
1270,8387,"22,742"
1271,8388,"19,155"
1272,8390,"84,347"
1273,8391,"90,489"
1274,8392,"29,476"
1275,8395,"21,719"
1276,8396,"35,461"
1277,8397,"48,800"
1278,8398,"49,583"
1279,8399,"50,265"
1280,8400,"71,989"
1281,8401,"38,886"
1282,8402,"55,600"
1283,8403,"48,056"
1284,8404,"40,750"
1285,8407,"34,219"
1286,8408,"31,648"
1287,8410,"63,125"
1288,8411,"26,905"
1289,8412,"36,104"
1290,8413,"48,750"
1291,8414,"29,338"
1292,8415,"24,858"
1293,8416,"21,767"
1294,8417,"19,630"
1295,8418,"36,250"
1296,8419,"113,882"
1297,8420,"85,057"
1298,8421,"33,945"
1299,8422,"92,227"
1300,8423,"123,750"
1301,8424,"39,161"
1302,8425,"10,471"
1303,8426,"58,315"
1304,8428,"32,236"
1305,8429,"21,325"
1306,8430,"18,036"
1307,8431,"27,292"
1308,8432,"46,387"
1309,8433,"47,829"
1310,8434,"26,607"
1311,8435,"25,714"
1312,8436,"35,714"
1313,8437,"105,408"
1314,8438,"45,833"
1315,8439,"32,750"
1316,9800,-
1317,9801,-
1318,9900,-
